,property_id,check_in_date,room_category,successful_bookings,capacity,occ_pct
2150,19563,22-May-22,RT3,21,29.0,72.41379310344827
2151,19562,22-May-22,RT3,24,29.0,82.75862068965517
2152,19561,22-May-22,RT3,22,29.0,75.86206896551724
2153,18562,22-May-22,RT3,27,29.0,93.10344827586206
2154,17558,22-May-22,RT3,20,27.0,74.07407407407408
2155,17562,22-May-22,RT3,17,27.0,62.96296296296296
2156,19559,22-May-22,RT3,18,27.0,66.66666666666666
2157,16559,22-May-22,RT3,28,32.0,87.5
2158,16558,22-May-22,RT3,7,8.0,87.5
2159,17560,22-May-22,RT3,18,25.0,72.0
2160,18561,22-May-22,RT3,21,25.0,84.0
2161,16561,22-May-22,RT3,19,21.0,90.47619047619048
2162,16563,22-May-22,RT3,19,20.0,95.0
2163,17559,22-May-22,RT3,16,16.0,100.0
2164,17561,22-May-22,RT3,17,19.0,89.47368421052632
2165,17563,22-May-22,RT3,16,16.0,100.0
2166,18558,22-May-22,RT3,19,26.0,73.07692307692307
2167,18560,22-May-22,RT3,22,24.0,91.66666666666666
2168,18563,22-May-22,RT3,18,23.0,78.26086956521739
2169,19560,22-May-22,RT3,17,19.0,89.47368421052632
2170,18559,22-May-22,RT3,15,23.0,65.21739130434783
2171,16562,22-May-22,RT3,13,18.0,72.22222222222221
2172,16560,22-May-22,RT3,14,20.0,70.0
2173,17564,22-May-22,RT3,14,24.0,58.333333333333336
2174,19558,22-May-22,RT3,11,21.0,52.38095238095239
2175,19559,22-May-22,RT4,2,3.0,66.66666666666666
2176,16562,22-May-22,RT4,4,6.0,66.66666666666666
2177,17562,22-May-22,RT4,4,6.0,66.66666666666666
2178,19563,22-May-22,RT4,4,6.0,66.66666666666666
2179,17561,22-May-22,RT4,4,4.0,100.0
2180,17558,22-May-22,RT4,5,6.0,83.33333333333334
2181,19558,22-May-22,RT4,5,7.0,71.42857142857143
2182,19561,22-May-22,RT4,5,7.0,71.42857142857143
2183,16560,22-May-22,RT4,6,7.0,85.71428571428571
2184,16561,22-May-22,RT4,9,10.0,90.0
2185,17560,22-May-22,RT4,10,13.0,76.92307692307693
2186,18561,22-May-22,RT4,8,9.0,88.88888888888889
2187,17564,22-May-22,RT4,12,17.0,70.58823529411765
2188,18560,22-May-22,RT4,14,15.0,93.33333333333333
2189,19560,22-May-22,RT4,14,16.0,87.5
2190,18559,22-May-22,RT4,13,19.0,68.42105263157895
2191,17563,22-May-22,RT4,17,19.0,89.47368421052632
2192,19562,22-May-22,RT4,11,14.0,78.57142857142857
2193,17559,22-May-22,RT4,12,14.0,85.71428571428571
2194,18558,22-May-22,RT4,16,20.0,80.0
2195,18562,22-May-22,RT4,18,20.0,90.0
2196,18563,22-May-22,RT4,13,18.0,72.22222222222221
2197,16563,22-May-22,RT4,18,18.0,100.0
2198,16559,22-May-22,RT4,16,18.0,88.88888888888889
2199,16558,22-May-22,RT4,3,3.0,100.0
2200,19563,23-May-22,RT3,15,29.0,51.724137931034484
2201,16559,23-May-22,RT1,18,30.0,60.0
2202,18560,23-May-22,RT1,18,30.0,60.0
2203,19562,23-May-22,RT1,21,30.0,70.0
2204,19563,23-May-22,RT1,15,30.0,50.0
2205,17558,23-May-22,RT1,10,19.0,52.63157894736842
2206,16558,23-May-22,RT1,13,19.0,68.42105263157895
2207,17560,23-May-22,RT1,19,40.0,47.5
2208,19558,23-May-22,RT1,19,40.0,47.5
2209,19560,23-May-22,RT1,17,26.0,65.38461538461539
2210,17561,23-May-22,RT1,17,26.0,65.38461538461539
2211,16560,23-May-22,RT1,15,34.0,44.11764705882353
2212,16561,23-May-22,RT1,12,18.0,66.66666666666666
2213,16562,23-May-22,RT1,16,31.0,51.61290322580645
2214,16563,23-May-22,RT1,28,41.0,68.29268292682927
2215,17559,23-May-22,RT1,21,32.0,65.625
2216,17562,23-May-22,RT1,8,20.0,40.0
2217,17563,23-May-22,RT1,17,25.0,68.0
2218,18558,23-May-22,RT1,9,15.0,60.0
2219,18559,23-May-22,RT1,15,42.0,35.714285714285715
2220,18561,23-May-22,RT1,21,33.0,63.63636363636363
2221,18562,23-May-22,RT1,24,38.0,63.1578947368421
2222,18563,23-May-22,RT1,15,27.0,55.55555555555556
2223,19559,23-May-22,RT1,13,24.0,54.166666666666664
2224,19561,23-May-22,RT1,16,36.0,44.44444444444444
2225,17564,23-May-22,RT1,7,16.0,43.75
2226,19562,23-May-22,RT2,15,23.0,65.21739130434783
2227,18563,23-May-22,RT2,15,29.0,51.724137931034484
2228,17561,23-May-22,RT2,23,36.0,63.888888888888886
2229,17558,23-May-22,RT2,23,50.0,46.0
2230,16562,23-May-22,RT2,23,43.0,53.48837209302325
2231,16561,23-May-22,RT2,13,24.0,54.166666666666664
2232,16558,23-May-22,RT2,14,22.0,63.63636363636363
2233,19560,23-May-22,RT2,24,38.0,63.1578947368421
2234,16563,23-May-22,RT2,25,38.0,65.78947368421053
2235,16559,23-May-22,RT2,24,41.0,58.536585365853654
2236,19559,23-May-22,RT2,22,41.0,53.65853658536586
2237,19558,23-May-22,RT2,14,39.0,35.8974358974359
2238,17559,23-May-22,RT2,25,39.0,64.1025641025641
2239,16560,23-May-22,RT2,16,34.0,47.05882352941176
2240,18562,23-May-22,RT2,20,34.0,58.82352941176471
2241,18559,23-May-22,RT2,19,44.0,43.18181818181818
2242,17563,23-May-22,RT2,29,44.0,65.9090909090909
2243,17562,23-May-22,RT2,14,30.0,46.666666666666664
2244,18558,23-May-22,RT2,14,30.0,46.666666666666664
2245,17564,23-May-22,RT2,14,40.0,35.0
2246,18561,23-May-22,RT2,25,40.0,62.5
2247,18560,23-May-22,RT2,26,40.0,65.0
2248,17560,23-May-22,RT2,22,45.0,48.888888888888886
2249,19561,23-May-22,RT2,24,45.0,53.333333333333336
2250,19563,23-May-22,RT2,25,45.0,55.55555555555556
2251,19562,23-May-22,RT3,17,29.0,58.620689655172406
2252,19561,23-May-22,RT3,14,29.0,48.275862068965516
2253,18562,23-May-22,RT3,18,29.0,62.06896551724138
2254,17558,23-May-22,RT3,13,27.0,48.148148148148145
2255,17562,23-May-22,RT3,12,27.0,44.44444444444444
2256,19559,23-May-22,RT3,16,27.0,59.25925925925925
2257,16559,23-May-22,RT3,22,32.0,68.75
2258,16558,23-May-22,RT3,4,8.0,50.0
2259,18561,23-May-22,RT3,16,25.0,64.0
2260,16561,23-May-22,RT3,15,21.0,71.42857142857143
2261,19558,23-May-22,RT3,8,21.0,38.095238095238095
2262,16563,23-May-22,RT3,14,20.0,70.0
2263,17561,23-May-22,RT3,14,19.0,73.68421052631578
2264,18560,23-May-22,RT3,14,24.0,58.333333333333336
2265,16562,23-May-22,RT3,9,18.0,50.0
2266,17563,23-May-22,RT3,9,16.0,56.25
2267,16560,23-May-22,RT3,10,20.0,50.0
2268,17560,23-May-22,RT3,12,25.0,48.0
2269,18558,23-May-22,RT3,12,26.0,46.15384615384615
2270,19560,23-May-22,RT3,12,19.0,63.1578947368421
2271,17564,23-May-22,RT3,12,24.0,50.0
2272,17559,23-May-22,RT3,11,16.0,68.75
2273,18559,23-May-22,RT3,11,23.0,47.82608695652174
2274,18563,23-May-22,RT3,11,23.0,47.82608695652174
2275,16558,23-May-22,RT4,2,3.0,66.66666666666666
2276,16560,23-May-22,RT4,4,7.0,57.14285714285714
2277,19561,23-May-22,RT4,4,7.0,57.14285714285714
2278,18561,23-May-22,RT4,5,9.0,55.55555555555556
2279,16561,23-May-22,RT4,6,10.0,60.0
2280,17560,23-May-22,RT4,7,13.0,53.84615384615385
2281,19559,23-May-22,RT4,1,3.0,33.33333333333333
2282,17564,23-May-22,RT4,8,17.0,47.05882352941176
2283,18560,23-May-22,RT4,11,15.0,73.33333333333333
2284,19560,23-May-22,RT4,11,16.0,68.75
2285,18559,23-May-22,RT4,9,19.0,47.368421052631575
2286,17563,23-May-22,RT4,12,19.0,63.1578947368421
2287,19562,23-May-22,RT4,9,14.0,64.28571428571429
2288,17559,23-May-22,RT4,9,14.0,64.28571428571429
2289,18558,23-May-22,RT4,10,20.0,50.0
2290,18562,23-May-22,RT4,11,20.0,55.00000000000001
2291,18563,23-May-22,RT4,9,18.0,50.0
2292,16563,23-May-22,RT4,12,18.0,66.66666666666666
2293,16559,23-May-22,RT4,9,18.0,50.0
2294,16562,23-May-22,RT4,3,6.0,50.0
2295,17558,23-May-22,RT4,3,6.0,50.0
2296,17562,23-May-22,RT4,3,6.0,50.0
2297,19563,23-May-22,RT4,3,6.0,50.0
2298,19558,23-May-22,RT4,3,7.0,42.857142857142854
2299,17561,23-May-22,RT4,3,4.0,75.0
2300,19563,24-May-22,RT3,14,29.0,48.275862068965516
2301,18560,24-May-22,RT1,17,30.0,56.666666666666664
2302,19562,24-May-22,RT1,17,30.0,56.666666666666664
2303,19563,24-May-22,RT1,14,30.0,46.666666666666664
2304,17558,24-May-22,RT1,9,19.0,47.368421052631575
2305,16558,24-May-22,RT1,11,19.0,57.89473684210527
2306,17560,24-May-22,RT1,20,40.0,50.0
2307,19558,24-May-22,RT1,16,40.0,40.0
2308,19560,24-May-22,RT1,18,26.0,69.23076923076923
2309,17561,24-May-22,RT1,15,26.0,57.692307692307686
2310,16560,24-May-22,RT1,14,34.0,41.17647058823529
2311,16561,24-May-22,RT1,10,18.0,55.55555555555556
2312,16562,24-May-22,RT1,17,31.0,54.83870967741935
2313,16563,24-May-22,RT1,28,41.0,68.29268292682927
2314,17559,24-May-22,RT1,17,32.0,53.125
2315,17562,24-May-22,RT1,8,20.0,40.0
2316,17563,24-May-22,RT1,15,25.0,60.0
2317,18558,24-May-22,RT1,8,15.0,53.333333333333336
2318,18559,24-May-22,RT1,17,42.0,40.476190476190474
2319,18561,24-May-22,RT1,18,33.0,54.54545454545454
2320,18562,24-May-22,RT1,23,38.0,60.526315789473685
2321,18563,24-May-22,RT1,13,27.0,48.148148148148145
2322,19559,24-May-22,RT1,11,24.0,45.83333333333333
2323,19561,24-May-22,RT1,18,36.0,50.0
2324,17564,24-May-22,RT1,7,16.0,43.75
2325,19562,24-May-22,RT2,13,23.0,56.52173913043478
2326,18563,24-May-22,RT2,17,29.0,58.620689655172406
2327,17561,24-May-22,RT2,23,36.0,63.888888888888886
2328,17558,24-May-22,RT2,24,50.0,48.0
2329,16562,24-May-22,RT2,23,43.0,53.48837209302325
2330,16561,24-May-22,RT2,15,24.0,62.5
2331,16558,24-May-22,RT2,14,22.0,63.63636363636363
2332,19560,24-May-22,RT2,25,38.0,65.78947368421053
2333,16563,24-May-22,RT2,23,38.0,60.526315789473685
2334,16559,24-May-22,RT2,23,41.0,56.09756097560976
2335,19559,24-May-22,RT2,20,41.0,48.78048780487805
2336,19558,24-May-22,RT2,17,39.0,43.58974358974359
2337,17559,24-May-22,RT2,21,39.0,53.84615384615385
2338,16560,24-May-22,RT2,19,34.0,55.88235294117647
2339,18562,24-May-22,RT2,20,34.0,58.82352941176471
2340,18559,24-May-22,RT2,18,44.0,40.909090909090914
2341,17563,24-May-22,RT2,31,44.0,70.45454545454545
2342,17562,24-May-22,RT2,13,30.0,43.333333333333336
2343,18558,24-May-22,RT2,16,30.0,53.333333333333336
2344,17564,24-May-22,RT2,18,40.0,45.0
2345,18561,24-May-22,RT2,28,40.0,70.0
2346,18560,24-May-22,RT2,23,40.0,57.49999999999999
2347,17560,24-May-22,RT2,26,45.0,57.77777777777777
2348,19561,24-May-22,RT2,20,45.0,44.44444444444444
2349,19563,24-May-22,RT2,25,45.0,55.55555555555556
2350,16559,24-May-22,RT1,21,30.0,70.0
2351,19562,24-May-22,RT3,17,29.0,58.620689655172406
2352,19561,24-May-22,RT3,17,29.0,58.620689655172406
2353,18562,24-May-22,RT3,17,29.0,58.620689655172406
2354,17558,24-May-22,RT3,15,27.0,55.55555555555556
2355,17562,24-May-22,RT3,12,27.0,44.44444444444444
2356,19559,24-May-22,RT3,14,27.0,51.85185185185185
2357,16559,24-May-22,RT3,18,32.0,56.25
2358,16558,24-May-22,RT3,5,8.0,62.5
2359,18560,24-May-22,RT3,15,24.0,62.5
2360,19558,24-May-22,RT3,8,21.0,38.095238095238095
2361,16561,24-May-22,RT3,13,21.0,61.904761904761905
2362,19560,24-May-22,RT3,13,19.0,68.42105263157895
2363,17561,24-May-22,RT3,14,19.0,73.68421052631578
2364,18561,24-May-22,RT3,14,25.0,56.00000000000001
2365,16562,24-May-22,RT3,9,18.0,50.0
2366,17563,24-May-22,RT3,9,16.0,56.25
2367,17564,24-May-22,RT3,9,24.0,37.5
2368,17559,24-May-22,RT3,10,16.0,62.5
2369,18559,24-May-22,RT3,10,23.0,43.47826086956522
2370,16563,24-May-22,RT3,12,20.0,60.0
2371,17560,24-May-22,RT3,12,25.0,48.0
2372,18558,24-May-22,RT3,12,26.0,46.15384615384615
2373,16560,24-May-22,RT3,11,20.0,55.00000000000001
2374,18563,24-May-22,RT3,11,23.0,47.82608695652174
2375,16558,24-May-22,RT4,2,3.0,66.66666666666666
2376,16562,24-May-22,RT4,4,6.0,66.66666666666666
2377,17558,24-May-22,RT4,4,6.0,66.66666666666666
2378,16560,24-May-22,RT4,4,7.0,57.14285714285714
2379,18561,24-May-22,RT4,4,9.0,44.44444444444444
2380,17560,24-May-22,RT4,5,13.0,38.46153846153847
2381,16561,24-May-22,RT4,6,10.0,60.0
2382,19559,24-May-22,RT4,1,3.0,33.33333333333333
2383,17564,24-May-22,RT4,7,17.0,41.17647058823529
2384,18560,24-May-22,RT4,12,15.0,80.0
2385,19560,24-May-22,RT4,10,16.0,62.5
2386,18559,24-May-22,RT4,9,19.0,47.368421052631575
2387,17563,24-May-22,RT4,13,19.0,68.42105263157895
2388,19562,24-May-22,RT4,9,14.0,64.28571428571429
2389,17559,24-May-22,RT4,8,14.0,57.14285714285714
2390,18558,24-May-22,RT4,10,20.0,50.0
2391,18562,24-May-22,RT4,14,20.0,70.0
2392,18563,24-May-22,RT4,10,18.0,55.55555555555556
2393,16563,24-May-22,RT4,11,18.0,61.111111111111114
2394,16559,24-May-22,RT4,13,18.0,72.22222222222221
2395,17562,24-May-22,RT4,3,6.0,50.0
2396,19563,24-May-22,RT4,3,6.0,50.0
2397,19558,24-May-22,RT4,3,7.0,42.857142857142854
2398,19561,24-May-22,RT4,3,7.0,42.857142857142854
2399,17561,24-May-22,RT4,3,4.0,75.0
2400,16559,25-May-22,RT1,20,30.0,66.66666666666666
2401,18560,25-May-22,RT1,18,30.0,60.0
2402,19562,25-May-22,RT1,19,30.0,63.33333333333333
2403,19563,25-May-22,RT1,18,30.0,60.0
2404,17558,25-May-22,RT1,11,19.0,57.89473684210527
2405,16558,25-May-22,RT1,13,19.0,68.42105263157895
2406,17560,25-May-22,RT1,19,40.0,47.5
2407,19558,25-May-22,RT1,18,40.0,45.0
2408,19560,25-May-22,RT1,18,26.0,69.23076923076923
2409,17561,25-May-22,RT1,15,26.0,57.692307692307686
2410,16560,25-May-22,RT1,20,34.0,58.82352941176471
2411,16561,25-May-22,RT1,12,18.0,66.66666666666666
2412,16562,25-May-22,RT1,16,31.0,51.61290322580645
2413,16563,25-May-22,RT1,25,41.0,60.97560975609756
2414,17559,25-May-22,RT1,22,32.0,68.75
2415,17562,25-May-22,RT1,9,20.0,45.0
2416,17563,25-May-22,RT1,16,25.0,64.0
2417,18558,25-May-22,RT1,8,15.0,53.333333333333336
2418,18559,25-May-22,RT1,17,42.0,40.476190476190474
2419,18561,25-May-22,RT1,20,33.0,60.60606060606061
2420,18562,25-May-22,RT1,25,38.0,65.78947368421053
2421,18563,25-May-22,RT1,14,27.0,51.85185185185185
2422,19559,25-May-22,RT1,13,24.0,54.166666666666664
2423,19561,25-May-22,RT1,18,36.0,50.0
2424,17564,25-May-22,RT1,6,16.0,37.5
2425,19562,25-May-22,RT2,14,23.0,60.86956521739131
2426,18563,25-May-22,RT2,14,29.0,48.275862068965516
2427,17561,25-May-22,RT2,19,36.0,52.77777777777778
2428,17558,25-May-22,RT2,25,50.0,50.0
2429,16562,25-May-22,RT2,22,43.0,51.162790697674424
2430,16561,25-May-22,RT2,15,24.0,62.5
2431,16558,25-May-22,RT2,13,22.0,59.09090909090909
2432,19560,25-May-22,RT2,23,38.0,60.526315789473685
2433,16563,25-May-22,RT2,21,38.0,55.26315789473685
2434,16559,25-May-22,RT2,26,41.0,63.41463414634146
2435,19559,25-May-22,RT2,20,41.0,48.78048780487805
2436,19558,25-May-22,RT2,17,39.0,43.58974358974359
2437,17559,25-May-22,RT2,25,39.0,64.1025641025641
2438,16560,25-May-22,RT2,16,34.0,47.05882352941176
2439,18562,25-May-22,RT2,22,34.0,64.70588235294117
2440,18559,25-May-22,RT2,19,44.0,43.18181818181818
2441,17563,25-May-22,RT2,30,44.0,68.18181818181817
2442,17562,25-May-22,RT2,11,30.0,36.666666666666664
2443,18558,25-May-22,RT2,14,30.0,46.666666666666664
2444,17564,25-May-22,RT2,17,40.0,42.5
2445,18561,25-May-22,RT2,22,40.0,55.00000000000001
2446,18560,25-May-22,RT2,25,40.0,62.5
2447,17560,25-May-22,RT2,24,45.0,53.333333333333336
2448,19561,25-May-22,RT2,24,45.0,53.333333333333336
2449,19563,25-May-22,RT2,23,45.0,51.11111111111111
2450,19563,25-May-22,RT3,15,29.0,51.724137931034484
2451,19562,25-May-22,RT3,18,29.0,62.06896551724138
2452,19561,25-May-22,RT3,14,29.0,48.275862068965516
2453,18562,25-May-22,RT3,18,29.0,62.06896551724138
2454,17558,25-May-22,RT3,13,27.0,48.148148148148145
2455,17562,25-May-22,RT3,10,27.0,37.03703703703704
2456,19559,25-May-22,RT3,14,27.0,51.85185185185185
2457,16559,25-May-22,RT3,19,32.0,59.375
2458,16558,25-May-22,RT3,5,8.0,62.5
2459,18561,25-May-22,RT3,18,25.0,72.0
2460,16560,25-May-22,RT3,8,20.0,40.0
2461,18558,25-May-22,RT3,13,26.0,50.0
2462,18560,25-May-22,RT3,13,24.0,54.166666666666664
2463,17560,25-May-22,RT3,14,25.0,56.00000000000001
2464,16562,25-May-22,RT3,9,18.0,50.0
2465,17559,25-May-22,RT3,10,16.0,62.5
2466,17563,25-May-22,RT3,10,16.0,62.5
2467,19558,25-May-22,RT3,10,21.0,47.61904761904761
2468,16561,25-May-22,RT3,12,21.0,57.14285714285714
2469,16563,25-May-22,RT3,12,20.0,60.0
2470,17561,25-May-22,RT3,12,19.0,63.1578947368421
2471,18563,25-May-22,RT3,12,23.0,52.17391304347826
2472,19560,25-May-22,RT3,12,19.0,63.1578947368421
2473,17564,25-May-22,RT3,12,24.0,50.0
2474,18559,25-May-22,RT3,11,23.0,47.82608695652174
2475,19559,25-May-22,RT4,2,3.0,66.66666666666666
2476,16558,25-May-22,RT4,2,3.0,66.66666666666666
2477,16562,25-May-22,RT4,4,6.0,66.66666666666666
2478,19563,25-May-22,RT4,4,6.0,66.66666666666666
2479,16560,25-May-22,RT4,4,7.0,57.14285714285714
2480,19561,25-May-22,RT4,4,7.0,57.14285714285714
2481,17560,25-May-22,RT4,5,13.0,38.46153846153847
2482,18561,25-May-22,RT4,5,9.0,55.55555555555556
2483,16561,25-May-22,RT4,7,10.0,70.0
2484,17564,25-May-22,RT4,8,17.0,47.05882352941176
2485,18560,25-May-22,RT4,10,15.0,66.66666666666666
2486,19560,25-May-22,RT4,9,16.0,56.25
2487,18559,25-May-22,RT4,8,19.0,42.10526315789473
2488,17563,25-May-22,RT4,13,19.0,68.42105263157895
2489,19562,25-May-22,RT4,9,14.0,64.28571428571429
2490,17559,25-May-22,RT4,9,14.0,64.28571428571429
2491,18558,25-May-22,RT4,9,20.0,45.0
2492,18562,25-May-22,RT4,13,20.0,65.0
2493,18563,25-May-22,RT4,9,18.0,50.0
2494,16563,25-May-22,RT4,11,18.0,61.111111111111114
2495,16559,25-May-22,RT4,10,18.0,55.55555555555556
2496,17558,25-May-22,RT4,3,6.0,50.0
2497,17562,25-May-22,RT4,3,6.0,50.0
2498,19558,25-May-22,RT4,3,7.0,42.857142857142854
2499,17561,25-May-22,RT4,3,4.0,75.0
2500,16559,26-May-22,RT1,21,30.0,70.0
2501,18560,26-May-22,RT1,19,30.0,63.33333333333333
2502,19562,26-May-22,RT1,16,30.0,53.333333333333336
2503,19563,26-May-22,RT1,15,30.0,50.0
2504,17558,26-May-22,RT1,9,19.0,47.368421052631575
2505,16558,26-May-22,RT1,12,19.0,63.1578947368421
2506,17560,26-May-22,RT1,21,40.0,52.5
2507,19558,26-May-22,RT1,15,40.0,37.5
2508,19560,26-May-22,RT1,14,26.0,53.84615384615385
2509,17561,26-May-22,RT1,16,26.0,61.53846153846154
2510,16560,26-May-22,RT1,18,34.0,52.94117647058824
2511,16561,26-May-22,RT1,12,18.0,66.66666666666666
2512,16562,26-May-22,RT1,15,31.0,48.38709677419355
2513,16563,26-May-22,RT1,22,41.0,53.65853658536586
2514,17559,26-May-22,RT1,21,32.0,65.625
2515,17562,26-May-22,RT1,9,20.0,45.0
2516,17563,26-May-22,RT1,15,25.0,60.0
2517,18558,26-May-22,RT1,8,15.0,53.333333333333336
2518,18559,26-May-22,RT1,15,42.0,35.714285714285715
2519,18561,26-May-22,RT1,21,33.0,63.63636363636363
2520,18562,26-May-22,RT1,22,38.0,57.89473684210527
2521,18563,26-May-22,RT1,13,27.0,48.148148148148145
2522,19559,26-May-22,RT1,11,24.0,45.83333333333333
2523,19561,26-May-22,RT1,16,36.0,44.44444444444444
2524,17564,26-May-22,RT1,8,16.0,50.0
2525,19562,26-May-22,RT2,15,23.0,65.21739130434783
2526,18563,26-May-22,RT2,15,29.0,51.724137931034484
2527,17561,26-May-22,RT2,23,36.0,63.888888888888886
2528,17558,26-May-22,RT2,25,50.0,50.0
2529,16562,26-May-22,RT2,20,43.0,46.51162790697674
2530,16561,26-May-22,RT2,17,24.0,70.83333333333334
2531,16558,26-May-22,RT2,15,22.0,68.18181818181817
2532,19560,26-May-22,RT2,23,38.0,60.526315789473685
2533,16563,26-May-22,RT2,22,38.0,57.89473684210527
2534,16559,26-May-22,RT2,26,41.0,63.41463414634146
2535,19559,26-May-22,RT2,21,41.0,51.21951219512195
2536,19558,26-May-22,RT2,15,39.0,38.46153846153847
2537,17559,26-May-22,RT2,23,39.0,58.97435897435898
2538,16560,26-May-22,RT2,17,34.0,50.0
2539,18562,26-May-22,RT2,19,34.0,55.88235294117647
2540,18559,26-May-22,RT2,17,44.0,38.63636363636363
2541,17563,26-May-22,RT2,26,44.0,59.09090909090909
2542,17562,26-May-22,RT2,11,30.0,36.666666666666664
2543,18558,26-May-22,RT2,15,30.0,50.0
2544,17564,26-May-22,RT2,17,40.0,42.5
2545,18561,26-May-22,RT2,23,40.0,57.49999999999999
2546,18560,26-May-22,RT2,27,40.0,67.5
2547,17560,26-May-22,RT2,21,45.0,46.666666666666664
2548,19561,26-May-22,RT2,23,45.0,51.11111111111111
2549,19563,26-May-22,RT2,22,45.0,48.888888888888886
2550,19563,26-May-22,RT3,13,29.0,44.827586206896555
2551,19562,26-May-22,RT3,20,29.0,68.96551724137932
2552,19561,26-May-22,RT3,15,29.0,51.724137931034484
2553,18562,26-May-22,RT3,19,29.0,65.51724137931035
2554,17558,26-May-22,RT3,14,27.0,51.85185185185185
2555,17562,26-May-22,RT3,13,27.0,48.148148148148145
2556,19559,26-May-22,RT3,15,27.0,55.55555555555556
2557,16559,26-May-22,RT3,23,32.0,71.875
2558,16558,26-May-22,RT3,5,8.0,62.5
2559,18560,26-May-22,RT3,15,24.0,62.5
2560,16563,26-May-22,RT3,13,20.0,65.0
2561,16561,26-May-22,RT3,14,21.0,66.66666666666666
2562,18561,26-May-22,RT3,14,25.0,56.00000000000001
2563,16562,26-May-22,RT3,9,18.0,50.0
2564,16560,26-May-22,RT3,10,20.0,50.0
2565,17563,26-May-22,RT3,10,16.0,62.5
2566,19558,26-May-22,RT3,10,21.0,47.61904761904761
2567,17564,26-May-22,RT3,10,24.0,41.66666666666667
2568,17559,26-May-22,RT3,12,16.0,75.0
2569,17560,26-May-22,RT3,12,25.0,48.0
2570,17561,26-May-22,RT3,12,19.0,63.1578947368421
2571,18558,26-May-22,RT3,12,26.0,46.15384615384615
2572,18563,26-May-22,RT3,12,23.0,52.17391304347826
2573,19560,26-May-22,RT3,12,19.0,63.1578947368421
2574,18559,26-May-22,RT3,11,23.0,47.82608695652174
2575,17562,26-May-22,RT4,2,6.0,33.33333333333333
2576,19559,26-May-22,RT4,2,3.0,66.66666666666666
2577,16558,26-May-22,RT4,2,3.0,66.66666666666666
2578,16560,26-May-22,RT4,4,7.0,57.14285714285714
2579,19561,26-May-22,RT4,4,7.0,57.14285714285714
2580,18561,26-May-22,RT4,5,9.0,55.55555555555556
2581,16561,26-May-22,RT4,6,10.0,60.0
2582,17560,26-May-22,RT4,6,13.0,46.15384615384615
2583,17564,26-May-22,RT4,6,17.0,35.294117647058826
2584,18560,26-May-22,RT4,8,15.0,53.333333333333336
2585,19560,26-May-22,RT4,10,16.0,62.5
2586,18559,26-May-22,RT4,8,19.0,42.10526315789473
2587,17563,26-May-22,RT4,12,19.0,63.1578947368421
2588,19562,26-May-22,RT4,8,14.0,57.14285714285714
2589,17559,26-May-22,RT4,9,14.0,64.28571428571429
2590,18558,26-May-22,RT4,10,20.0,50.0
2591,18562,26-May-22,RT4,13,20.0,65.0
2592,18563,26-May-22,RT4,9,18.0,50.0
2593,16563,26-May-22,RT4,11,18.0,61.111111111111114
2594,16559,26-May-22,RT4,12,18.0,66.66666666666666
2595,16562,26-May-22,RT4,3,6.0,50.0
2596,17558,26-May-22,RT4,3,6.0,50.0
2597,19563,26-May-22,RT4,3,6.0,50.0
2598,19558,26-May-22,RT4,3,7.0,42.857142857142854
2599,17561,26-May-22,RT4,3,4.0,75.0
2600,19563,27-May-22,RT3,14,29.0,48.275862068965516
2601,18560,27-May-22,RT1,19,30.0,63.33333333333333
2602,19562,27-May-22,RT1,17,30.0,56.666666666666664
2603,19563,27-May-22,RT1,16,30.0,53.333333333333336
2604,17558,27-May-22,RT1,10,19.0,52.63157894736842
2605,16558,27-May-22,RT1,12,19.0,63.1578947368421
2606,17560,27-May-22,RT1,18,40.0,45.0
2607,19558,27-May-22,RT1,19,40.0,47.5
2608,19560,27-May-22,RT1,18,26.0,69.23076923076923
2609,17561,27-May-22,RT1,16,26.0,61.53846153846154
2610,16560,27-May-22,RT1,19,34.0,55.88235294117647
2611,16561,27-May-22,RT1,10,18.0,55.55555555555556
2612,16562,27-May-22,RT1,15,31.0,48.38709677419355
2613,16563,27-May-22,RT1,23,41.0,56.09756097560976
2614,17559,27-May-22,RT1,19,32.0,59.375
2615,17562,27-May-22,RT1,9,20.0,45.0
2616,17563,27-May-22,RT1,15,25.0,60.0
2617,18558,27-May-22,RT1,8,15.0,53.333333333333336
2618,18559,27-May-22,RT1,18,42.0,42.857142857142854
2619,18561,27-May-22,RT1,20,33.0,60.60606060606061
2620,18562,27-May-22,RT1,21,38.0,55.26315789473685
2621,18563,27-May-22,RT1,13,27.0,48.148148148148145
2622,19559,27-May-22,RT1,13,24.0,54.166666666666664
2623,19561,27-May-22,RT1,18,36.0,50.0
2624,17564,27-May-22,RT1,6,16.0,37.5
2625,19562,27-May-22,RT2,14,23.0,60.86956521739131
2626,18563,27-May-22,RT2,15,29.0,51.724137931034484
2627,17561,27-May-22,RT2,19,36.0,52.77777777777778
2628,17558,27-May-22,RT2,26,50.0,52.0
2629,16562,27-May-22,RT2,19,43.0,44.18604651162791
2630,16561,27-May-22,RT2,13,24.0,54.166666666666664
2631,16558,27-May-22,RT2,13,22.0,59.09090909090909
2632,19560,27-May-22,RT2,24,38.0,63.1578947368421
2633,16563,27-May-22,RT2,26,38.0,68.42105263157895
2634,16559,27-May-22,RT2,28,41.0,68.29268292682927
